
# 常用标准汉喃字表（2024年版）表1
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表1共3975字（分为6级，即1、2、3、4、5、T，分别有244、342、464、478、490、1957字）
#
# 𡨸漢喃	音讀	Level	譬喻	𥱬註
# Chữ Hán Nôm	Âm đọc	Level	Thí dụ	Ghi chú

𡨸漢喃	音讀	level	譬喻	𥱬註
眠	MIÊN	T	催眠 thôi miên	U+7720
綿	MIÊN	T	纏綿 triền miên · 連綿 liên miên · 綿蠻 miên man	U+7DBF
綿	mền	T	丐綿 cái mền · 𧜖綿 chăn mền · 綿葻 mền bông	
麪	MIẾN	T	穭麪 lúa miến	U+9EAA
麪	mì	T	餅麪 bánh mì [摱] · 麪咹連 mì ăn liền [摱]	
沔	miền	3	漨沔 vùng miền · 𠸜沔 tên miền	U+6C94
免	MIỄN	4	免費 miễn phí · 免稅 miễn thuế · 免罪 miễn tội · 免除 miễn trừ	U+514D
免	miễn	4	免得銅錢卒 miễn được đồng tiền tốt	
勉	MIỄN	T	勉強 miễn cưỡng	U+52C9
𠰘	miệng	4	𠵘𠰘 mồm miệng · 㗜𠰘 súc miệng	U+20C18
蔑	MIỆT	T	蔑視 miệt thị · 輕蔑 khinh miệt	U+8511
蔑	miệt	T	蔑𥕄 miệt mài [𠸨]	
蔑	một	T	守油蔑 Thủ Dầu Một	[翻]
描	MIÊU	3	描寫 miêu tả	U+63CF
𠲶	mỉm	T	𠲶唭 mỉm cười	[翻] U+20CB6
𠲶	mím	T	𠵘𠲶 múm mím [𠸨]	[翻]
明	MINH	1	聰明 thông minh · 聲明 thanh minh · 明敏 minh mẫn	[翻] U+660E
冥	MINH	T	幽冥 u minh	U+51A5
盟	MINH	2	盟誓 minh thệ	U+76DF
𨉟	mình	2	自𨉟 tự mình · 身𨉟 thân mình	[異] 𠇮 U+2825F
𩆪	mịt	4	霧𩆪 mù mịt	[翻] U+291AA
𡎡	mỏ	5	𠏲𡎡 thợ mỏ	U+213A1
𢺀	mó	5	𠰭𢺀 méo mó [𠸨]	U+22E80
摸	mò	T	𨁮摸 lần mò	U+6478
無	MÔ	1	南無阿彌陀佛 Nam Mô A Di Đà Phật	U+7121
無	VÔ	1	無理 vô lí · 無線 vô tuyến · 無定 vô định · 無事 vô sự · 無望 vô vọng · 無益 vô ích	
塻	mô	T	𠸾塻 mấp mô · 塻𡐙 mô đất	U+587B
模	MÔ	5	規模 quy mô · 模倣 mô phỏng · 模式 mô thức · 模寫 mô tả · 模範 mô phạm · 模𠐉 mô-típ [摱]	[翻] U+6A21
謨	MÔ	T	謀謨 mưu mô	U+8B28
𠝺	mổ	T	喀𠝺 ca mổ	U+2077A
募	MỘ	T	招募 chiêu mộ	U+52DF
墓	MỘ	T	陵墓 lăng mộ · 墓烈士 mộ liệt sĩ	U+5893
墓	mồ	T	𡎜墓 nấm mồ	
慕	MỘ	T	歆慕 hâm mộ	U+6155
𢠩	mơ	2	𥋏𢠩 giấc mơ · 𢠩恾 mơ màng · 𤏬星𢠩 sáng tinh mơ	U+22829
𣙪	mơ	T	𣙪西 mơ tây · 𬃻𣙪 trái mơ	[翻] U+2366A
𢲫	mở	2	𢲫𨷯 mở cửa · 𢲫頭 mở đầu · 𢲫𫥨 mở ra · 𢲫會 mở hội	[異] 𨷑 𩦓 U+22CAB
𥊚	mờ	3	𦝄𥊚 trăng mờ · 𥊚暗 mờ ám	[異] 𲊇 U+2529A
𦝺	mỡ	T	𬚸𦝺 thịt mỡ · 𦝺芒 mỡ màng [𠸨]	U+2677A
𢪮	móc	T	𢪮勾 móc câu · 𢪮𠓨 móc vào ·挴𢪮 moi móc	U+22AAE
雬	móc	T	𩄎雬 mưa móc · 籺雬 hạt móc	U+96EC
𠚐	mọc	T	𠚐𬨠 mọc lên · 𦝄𠚐 trăng mọc · 𫬱𠚐 mời mọc	U+20690
木	MỘC	T	木耳 mộc nhĩ · 木板 mộc bản ·木樨 mộc tê · 枯木 khô mộc · 𩈘木 mặt mộc · 木漠 mộc mạc	[翻] U+6728
𪬶	mỏi	T	懞𪬶 mong mỏi [𠸨]	U+2AB36
𤞦	mọi	T	𠊛𤞦 người mọi · 𤞦𤞪 mọi rợ	U+247A6
𤗆	mọi	T	𤗆𠊛 mọi người · 𤗆物 mọi vật	[異] 每 U+245C6
媒	MÔI	4	媒場 môi trường · 媒介 môi giới · 婆媒 bà môi	U+5A92
媒	mai	4	婆媒 bà mai · 媒䋦 mai mối	
腜	môi	T	對腜 đôi môi · 𢱖腜 múa môi ·腜汻𪘵冷 môi hở răng lạnh	[異] 𠶣 U+815C
腜	mui	T		⇔ 腜 môi
蛽	mối	T	𡥵蛽 con mối · 坥蛽 tổ mối	U+86FD
䋦	mối	4	䋦絏 mối dây · 䋦情 mối tình ·䋦黹 mối chỉ · 䋦行 mối hàng ·䋦萌 mối manh · 𫜵䋦 làm mối	[翻] U+42E6
瑁	mồi	T	玳瑁 đồi mồi	U+7441
𩝇	mồi	T	𩝇䊷 mồi chài	U+29747
每	MỖI	2	每𠬠 mỗi một · 每欺 mỗi khi	U+6BCF
㵋	mới	2	𢆥㵋 năm mới · 㵋渼 mới mẻ [𠸨]	[異] 買 U+3D4B
𫬱（𰇥）	mời	4	𫬱客 mời khách · 𫬱𫇿 mời thuốc · 𫬱𠚐 mời mọc [𠸨]	[異] 𠶆 𨑮 𠸼 𨒒 U+2BB31 (U+301E5)
𠵘	mồm	T	𠵘𠰘 mồm miệng · 𧕚儮𠵘 trai lệch mồm	[翻] U+20D58
𠵘	mủm	T	𠵘𠲶 mủm mỉm [𠸨]	
𠵘	múm	T	𠵘𠲶 múm mím [𠸨]	
𦁺	món	T	𦁺咹 món ăn · 𦁺𣘊 món đồ	U+2607A
𤷱	mòn	4	𤷱𠾲 mòn vẹt · 痗𤷱 mỏi mòn	U+24DF1
𨳒	mọn	T	𡤠𨳒 lẽ mọn	U+28CD2
門	MÔN	2	部門 bộ môn · 專門 chuyên môn · 門徒 môn đồ	[翻] U+9580
懞	mong	3	懞㦖 mong muốn · 懞𪬶 mong mỏi [𠸨]	U+61DE
𤘁	mỏng	5	𤘁䊅 mỏng dính	U+24601
𤘁	mong	5	𤘁𤘁 mong mỏng [𠸨]	⇔ 𤘁 mỏng
𤔻	móng	4	𤔻𤢇 móng vuốt	[異] 𲄌 U+2453B
朦	MÔNG	T	朦朧 mông lung	U+6726
𥣛	mống	5	𦹰𥣛 mầm mống · 𥣛𡭕 mống cụt	U+258DB
夢	MỘNG	4	夢想 mộng tưởng · 夢遊 mộng du · 幻夢 ảo mộng · 惡夢 ác mộng · 𥒮夢 vỡ mộng	U+5922
夢	mòng	4	𡎺夢 chốc mòng	
𬄺	mộng	T	𢯖𬄺 ghép mộng · 𥟉㐌𠚐𬄺 thóc đã mọc mộng · 眜𤴬固𬄺 mắt đau có mộng	U+2C13A
𣋻	mốt	T	𣈜𣋻 ngày mốt · 𣈕𣋻 mai mốt	U+232FB
𠬠	một	1	𠬠丐 một cái · 𠬠隻 một chiếc · 𠬠𠃣 một ít	[異] 沒 U+20B20
𠬠	mốt	1		⇔ 𠬠 một [異] 沒
沒	MỘT	T	埋沒 mai một	U+6C92
霧	mù	4	霜霧 sương mù · 𥊖霧 đui mù ·霧𡨸 mù chữ · 霧𥉹 mù loà · 霧𥆄 mù quáng	[翻] [異] 𩂟 U+9727
𢃱	mũ	4	戴𢃱 đội mũ	U+220F1
姥	mụ	T	婆姥 bà mụ	U+59E5
𧷸	mua	5	𧷸𬥓 mua bán · 𧷸行 mua hàng	[異] 摸 謨 模 𢱖 U+27DF8
𢱖	múa	T	挎𢬣𢱖蹎 khoa tay múa chân	U+22C56
𬁒	mùa	3	𬁒秋 mùa thu · 𬁒芒 mùa màng	[異] 務 U+2C052
𩄎	mưa	5	𩄎𩙍 mưa gió · 湥𩄎 giọt mưa · 𩄎淫 mưa dầm · 𩄲𩄎 mây mưa	[異] 𩅹 湄 U+2910E
目	MỤC	2	題目 đề mục · 目標 mục tiêu ·目擊 mục kích · 目所視 mục sở thị	U+76EE
牧	MỤC	3	牧畜 mục súc · 牧童 mục đồng · 遊牧 du mục · 靈牧 linh mục	U+7267
𭬙	mục	T	𭬙捏 mục nát	U+2DB19
𣞪	mức	4	𣞪度 mức độ · 𣞪𤯩 mức sống · 𣘃𣞪 cây mức	[翻] U+237AA
未	MÙI	5	𣇞未 giờ Mùi · 乙未 Ất Mùi	U+672A
未	VỊ	5	未成年 vị thành niên	
苿	mùi	4	苿味 mùi vị · 苿洃 mùi hôi · 苿 𦹳 mùi thơm · 蔞苿 rau mùi	[異] 味 U+82FF
𪖫	mũi	5	𪖫刀 mũi dao · 尖𪖫 tiêm mũi · 𪖫船 mũi thuyền · 𪖫好望 mũi Hảo Vọng	[翻] U+2A5AB
𢜠	mừng	3	𢝙𢜠 vui mừng · 祝𢜠 chúc mừng · 𢜠歲 mừng tuổi	[翻] U+22720
𪉥	muối	T	𩚵𪉥 cơm muối	U+2A265
𧋟	muỗi	T	𡥵𧋟 con muỗi	U+272DF
昧	MUỘI	5	迷昧 mê muội · 暗昧 ám muội · 愚昧 ngu muội	U+6627
𱑕（𨒒）	mười	2	數𱑕 số mười · 𱑕𠄩 mười hai · 𱑕份 mười phần	[異] 𨑮 U+31455 (U+28492)
𱑕（𨒒）	mươi	2	𠄩𱑕四 hai mươi tư	⇔ 𱑕 mười [異] 𨑮
𨷈（𰿘）	muôn	5	𨷈萬 muôn vàn · 𨷈𢆥 muôn năm · 𨷈𠁀 muôn đời	U+28DC8 (U+30FD8)
㦖	muốn	4	懞㦖 mong muốn · 𫻎㦖 ham muốn	[異] 悶 U+3996
悶	MUỘN	T	愁悶 sầu muộn · 煩悶 phiền muộn	U+60B6
悶	mún	T	𥯋悶 manh mún [𠸨]	
僈	mướn	T	朱僈 cho mướn · 𠾔僈 thuê mướn · 𫜵僈 làm mướn	U+50C8
摱	mượn	T	䞈摱 vay mượn · 摱錢 mượn tiền	U+6471
沫	mượt	T	沫𣻕 mượt mà [𠸨] · 滃沫 óng mượt · 𩯀沫 tóc mượt · 青沫 xanh mượt	U+6CAB
謀	MƯU	3	謀智 mưu trí · 陰謀 âm mưu ·謀略 mưu lược · 謀殺 mưu sát	U+8B00
那	na	T	喃那 nôm na · 那蹺𡗋次零星 na theo lắm thứ linh tinh	[翻] U+90A3
那	nớ	T	役那 việc nớ · 𨑗那 trên nớ	
挪	NA	T	挪威 Na Uy	U+632A
𠌧	nạ	5	𩈘𠌧 mặt nạ	U+20327
渃	nác	1	𠴐渃 núc nác [𠸨]	U+6E03
渃	nước	1	㕵渃 uống nước · 渃外 nước ngoài · 渃咹𢬣 nước ăn tay	
狔	nai	4	㹯狔 hươu nai	U+72D4
奈	NẠI	T	橋奈何 cầu Nại Hà	U+5948
奈	nài	T	押奈 ép nài · 奈馭 nài ngựa ·奈𪡇 nài nỉ [𠸨] · 叫奈 kêu nài	
耐	NẠI	T	忍耐 nhẫn nại	U+8010
𫢩	nay	3	現𫢩 hiện nay · 𣋚𫢩 hôm nay	U+2B8A9
䄧	nảy	4	䄧生 nảy sinh · 䟢䄧 giãy nảy	U+4127
䄧	nẩy	4		⇔ 䄧 nảy
𢖱	náy	T	曖𢖱 áy náy [𠸨]	U+225B1
𣅅	nãy	T	班𣅅 ban nãy · 𣅶𣅅 lúc nãy ·欺𣅅 khi nãy	U+23145
乃	nấy	T	埃乃 ai nấy	[翻] U+4E43
男	NAM	4	男女 nam nữ · 男生 nam sinh	U+7537
南	NAM	1	方南 phương nam · 東南 đông nam	[翻] U+5357
𢆥	năm	1	𢆥㵋 năm mới · 𢆥𣎃 năm tháng	U+221A5
捻	nắm	4	捻𡨺 nắm giữ · 捻𢬣 nắm tay ·捻𢡠 nắm chắc · 捻炭 nắm than	U+637B
捻	nạm	4	捻𥽌 nạm gạo	⇔ 捻 nắm
㑲	nằm	T	㑲𥄬 nằm ngủ · 咹㑲 ăn nằm	[異] 𦣰 U+3472
菍	nấm	T	菍香 nấm hương · 菍稴 nấm rơm	[翻] U+83CD
𡎜	nấm	T	𡎜墓 nấm mồ	U+2139C
難	NAN	2	艱難 gian nan · 危難 nguy nan	U+96E3
難	NẠN	2	避難 tị nạn · 困難 khốn nạn ·災難 tai nạn · 難人 nạn nhân	
難	nàn	2	𡃎難 phàn nàn · 隢難 nghèo nàn	
𢥪	nản	4	𢥇𢥪 chán nản	U+2296A
𡅧	năn	T	咹𡅧 ăn năn · 𡅧𪡇 năn nỉ [𠸨]	[翻] U+21167
𡅧	nằn	T	𡅧𪡇 nằn nì [𠸨]	⇔ 𡅧 năn [翻]
𠼶	nắn	T	捥𠼶 uốn nắn	U+20F36
囊	NANG	5	錦囊 cẩm nang	U+56CA
能	NĂNG	1	能動 năng động · 能竅 năng khiếu · 可能 khả năng	[翻] U+80FD
𠹌	năng	4	𠡏𠹌 siêng năng · 𠹌抇𬘋𣖾 năng nhặt chặt bị	U+20E4C
𮐝	năng	T	𦹯𮐝 cỏ năng · 榘𮐝 củ năng	U+2E41D
𮐝	năn	T		⇔ 𮐝 năng
𣌝	nắng	T	浸𣌝 tắm nắng	U+2331D
𥘀	nặng	T	𥘀𤹘 nặng nhọc · 𥘀𢚸 nặng lòng · 𨁪𥘀 dấu nặng	U+25600
㨢	nâng	3	㨢𬨠 nâng lên · 𢬣㨢卬𣮮 tay nâng ngang mày	[翻] U+3A22
㨢	nưng	3	㨢𱠴 nưng niu [𠸨]	[翻]
𤘓	nanh	T	𤘓𤢇 nanh vuốt · 𤘓䱸 nanh sấu · 𤘓蝳 nanh nọc	U+24613
㝹	nao	T	㝹𨆞 nao núng [𠸨] · 𠷀㝹 nôn nao	U+3779
鬧	NÁO	5	鬧動 náo động · 鬧熱 náo nhiệt · 鬧𱕔 náo nức	U+9B27
𱜢	nào	1	勢𱜢 thế nào · 𣈜𱜢 ngày nào · 𠫾𱜢 đi nào	[異] 鬧 U+31722
𱜢	nu	1	𱜢那 nu na [𠸨]	
𱜢	nao	1	坭𱜢 nơi nao	⇔ 𱜢 nào
惱	NÃO	3	苦惱 khổ não · 惱𢚸 não lòng ·惱憹 não nùng · 懊惱 ảo não	U+60F1
瑙	NÃO	T	瑪瑙 mã não	[翻] U+7459
腦	NÃO	4	動腦 động não · 大腦 đại não ·洗腦 tẩy não · 龍腦 long não	U+8166
納	NẠP	5	容納 dung nạp · 接納 tiếp nạp · 歸納 quy nạp · 收納 thu nạp	U+7D0D
納	nộp	5	納𠓨 nộp vào · 交納 giao nộp ·納𨉟 nộp mình	[翻]
蒳	nắp	T	蒳𡑵 nắp vung · 拫蒳 ngăn nắp	[翻] U+84B3
𩄵	nấp	T	隱𩄵 ẩn nấp	U+29135
捏	nát	3	𭬙捏 mục nát · 捏散 nát tan ·捏𥇂 nát bét · 詘捏 dốt nát	[異] 涅 U+634F
㖏	nạt	T	㖏怒 nạt nộ [𠸨] · 扒㖏 bắt nạt	[翻] U+358F
蓐	náu	T	隱蓐 ẩn náu	U+84D0
𣘽	nâu	T	榘𣘽 củ nâu · 𦭷𣘽 màu nâu	[翻] U+2363D
𤍇	nấu	4	𤍇𤇪 nấu chín	[異] 𤒛 U+24347
儞	né	T	儞𨉟 né mình · 儞𠬉 né tránh	U+511E
呢	nè	T	吶𦖑呢 nói nghe nè	[翻] U+5462
𩚯	nê	T	𩛂𩚯 no nê · 錢𡀳𩚯、空懝 Tiền còn nê, không ngại · 𥙩𩚯 lấy nê	U+296AF
𢘝	nể	T	𠼤𢘝 kiêng nể · 敬𢘝 kính nể	U+2261D
怩	nề	T	怩苛 nề hà · 空怩艱勞 không nề gian lao	U+6029
胒	nề	T	浮胒 phù nề · 𩈘胒 mặt nề	U+80D2
胒	sề	T	粗胒 sồ sề [𠸨]	
揇	ném	T	揇𠰏 ném bom	[翻] U+63C7
𢧚	nên	1	𫜵𢧚 làm nên · 朱𢧚 cho nên ·咹𢧚𫜵𫥨 ăn nên làm ra	U+229DA
𡋂	nền	2	𡋂茹 nền nhà · 𡋂𡐙 nền đất ·樂𡋂 nhạc nền	[異] 𪤍 U+212C2
𡋂	nề	2	𡋂䌰 nề nếp [𠸨]	⇔ 𡋂 nền
䌰	nếp	T	𡋂䌰 nền nếp · 䌰𤯩 nếp sống ·䌰茹 nếp nhà · 䌰襖 nếp áo	[翻] U+4330
𪲍	nêu	T	𣘃𪲍 cây nêu · 𪲍高 nêu cao	[翻] U+2AC8D
裊	nếu	1	裊𦓡 nếu mà · 裊時 nếu thì	U+88CA
尼	NI	1	僧尼 tăng ni · 尼姑 ni cô · 迭尼 Đít-ni [摱]	[翻] U+5C3C
尼	này	1	旬尼 tuần này · 尼低 này đây	
尼	nầy	1		⇔ 尼 này
尼	ni	1		⇔ 尼 này [翻]
尼	nì	1		⇔ 尼 này
粘	NIÊM	4	粘揭 niêm yết · 粘封 niêm phong	U+7C98
念	NIỆM	1	紀念 kỉ niệm · 心念 tâm niệm ·念佛 niệm phật · 念經 niệm kinh · 概念 khái niệm	U+5FF5
念	niềm	1	念恓 niềm tây · 念𢝙 niềm vui · 念𦬑 niềm nở	
年	NIÊN	3	青年 thanh niên · 少年 thiếu niên · 年代 niên đại · 百年偕老 bách niên giai lão	U+5E74
涅	NIẾT	4	涅槃 niết bàn	U+6D85
涅	nét	4	涅筆 nét bút · 塘涅 đường nét ·涅𩈘 nét mặt · 察涅 xét nét	[翻]
涅	nọt	4	佞涅 nịnh nọt [𠸨]	
涅	nớt	4	嫩涅 non nớt [𠸨]	
𠲃	nín	T	𠲃𣼽 nín lặng	[翻] U+20C83
寧	NINH	3	安寧 an ninh	[翻] U+5BE7
嚀	NINH	T	叮嚀 đinh ninh	U+5680
濘	ninh	T	濘𩩫 ninh xương · 濘𬚸 ninh thịt	U+6FD8
佞	NỊNH	T	奸佞 gian nịnh	U+4F5E
𡥴	nít	4	𡥵𡥴 con nít	U+21974
𱠴	niu	5	㨢𱠴 nâng niu	U+31834
𩛂	no	T	𩛂𨁥 no đủ · 𤋾𩛂 ấm no · 𩛂𩚯 no nê · 𩛂𩛂 no no	U+296C2
呶	nọ	T	𣇞呶 giờ nọ	[翻] U+5476
駑	nô	T	駑𢴉 nô đùa · 駑𱕔 nô nức	U+99D1
砮	nổ	4	㗂砮 tiếng nổ · 砮縱 nổ tung ·熢砮 bùng nổ	U+782E
努	NỖ	T	努力 nỗ lực	U+52AA
怒	NỘ	T	憤怒 phẫn nộ	U+6012
𦬑	nở	4	念𦬑 niềm nở · 𦬑𭍆 nở rộ	U+26B11
𧴱	nợ	T	𧴱嫨 nợ nần · 遁𧴱 trốn nợ ·緣𧴱 duyên nợ	[異] 𡢻 女 U+27D31
吶	nói	2	𦖑吶 nghe nói · 㗂吶 tiếng nói · 吶哴 nói rằng	U+5436
吶	nhuế	2	吶哸 nhuế nhoá [𠸨]	
㐻	nòi	5	㐻𥞖 nòi giống	U+343B
浽	nổi	2	㵢浽 trôi nổi · 浽𢚷 nổi giận ·浽㗂 nổi tiếng	U+6D7D
鈉	nồi	T	鈉茶 nồi chè	U+9209
餒	nỗi	2	餒念 nỗi niềm · 噥餒 nông nỗi	[異] 浽 U+9912
內	NỘI	1	內閣 nội các · 翁內 ông nội	[翻] U+5167
㘨	nội	T	垌㘨 đồng nội · 㘨𦹯怞怞 nội cỏ dầu dầu	[異] 内 U+3628
坭	nơi	T	坭生 nơi sinh · 坭其 nơi kia	U+576D
𥈶	nom	T	𥈶𧡊 nom thấy · 𢟙𥈶 chăm nom · 矓𥈶 trông nom · 𥈶蹺 nom theo	U+25236
𡽫	non	5	𡶀𡽫 núi non	U+21F6B
𥶄	nón	T	𥶄蘿 nón lá · 𥶄𬗜絛 nón quai thao	U+25D84
𠷀	nôn	5	𠷀嗎 nôn mửa · 𠷀㝹 nôn nao	U+20DC0
嫩	NỘN	T	肥嫩 phì nộn	[翻] U+5AE9
嫩	non	T	嫩𥘷 non trẻ · 𦹰嫩 mầm non · 𦝄嫩 trăng non	[翻]
𤎏	nóng	3	焒𤎏 lửa nóng · 𤎏煏 nóng bức	U+2438F
檂	nòng	5	丐檂 cái nòng	U+6A82
農	NÔNG	2	農村 nông thôn · 農業 nông nghiệp · 富農 phú nông	[翻] U+8FB2
噥	nông	T	噥𣴓 nông cạn · 噥浽 nông nổi	U+5665
濃	nồng	T	濃㷋 nồng đượm · 𪉽濃 mặn nồng · 濃難 nồng nàn [𠸨] · 濃熱 nồng nhiệt · 濃喏 nồng nặc · 濃度 nồng độ	U+6FC3
訥	nót	T	𠼶訥 nắn nót [𠸨]	[翻] U+8A25
訥	nốt	T	椊訥 thốt nốt · 𫜵訥𠫾 làm nốt đi · 訥圇 nốt tròn [摱]	[翻]
脺	nốt	T	脺𧋆 nốt ruồi	U+813A
𦬻	nụ	3	𦬻花 nụ hoa · 𠬠𦬻唭 một nụ cười	[翻] U+26B3B
女	NỮ	3	男女 nam nữ · 女界 nữ giới ·婦女 phụ nữ · 少女 thiếu nữ	U+5973
孥	nua	5	𫅷孥 già nua	U+5B65
姅	nửa	5	𠬠姅 một nửa · 姅𣎀 nửa đêm ·姅𠁀 nửa đời	U+59C5
𡛤	nữa	2	𡀳𡛤 còn nữa · 添𡛤 thêm nữa · 欣𡛤 hơn nữa	[異] 女 姅 U+216E4
𱕔	nức	5	駑𱕔 nô nức	[翻] U+31554
𠽋	nực	T	𤎏𠽋 nóng nực · 𠽋唭 nực cười	U+20F4B
𡶀	núi	3	頂𡶀 đỉnh núi · 𡶀𥒥 núi đá · 𡶀𡽫 núi non	[翻] U+21D80
燶	nung	T	燶𤒘 nung đúc	U+71F6
𨆞	núng	T	㝹𨆞 nao núng [𠸨]	U+2819E
𨆞	nung	T	𨆞𨆞 nung núng [𠸨]	⇔ 𨆞 núng
𩝺	nuôi	2	𩝺饢 nuôi nấng [𠸨] · 𦜘𩝺 vú nuôi · 㛪𩝺 em nuôi	[異] 餒 U+2977A
𢗉	nuối	4	惜𢗉 tiếc nuối	U+225C9
埌	nương	T	𬏇埌 ruộng nương · 埌𡵆 nương rẫy	U+57CC
𤓢	nướng	5	𤍇𤓢 nấu nướng	U+244E2
𠸂	nuốt	T	𠸂喠 nuốt trọng	[異] 𠽆 U+20E02
𠸂	sột	T	𠸂嚓 sột soạt [𠸨]	
𠸂	sồn	T	𠸂𠸂 sồn sột [𠸨]	⇔ 𠸂 sột
𨨷	nút	T	紩𨨷 thắt nút	[翻] U+28A37
㘿	nứt	T	𡐙㘿 đất nứt · 䃹㘿 rạn nứt ·㘿𦕗 nứt nẻ	[翻] U+363F
紐	NỮU	T	紐約 Nữu Ước	U+7D10
俄	NGA	T	聯邦俄 Liên bang Nga	[翻] U+4FC4
哦	NGA	T	吟哦 ngâm nga	U+54E6
哦	ngú	T	哦𠽐 ngú ngớ [𠸨]	
峨	NGA	T	巍峨 nguy nga	U+5CE8
娥	NGA	T	仙娥 tiên nga · 𫰟娥 Hằng Nga	U+5A25
鵝	NGA	T	天鵝 thiên nga	U+9D5D
㧴	ngả	T	㧴𱎸 ngả nghiêng	U+39F4
玡	ngà	T	玉玡 ngọc ngà · 塔玡 tháp ngà · 坡㴜玡 Bờ Biển Ngà	U+73A1
我	NGÃ	4	本我 bản ngã	U+6211
𨁟	ngã	T	𨁟𬺗 ngã xuống · 𨁟𡂂 ngã ngửa · 𨁟四 ngã tư · 𨁪𨁟 dấu ngã	[異] 我 U+2805F
愕	NGẠC	5	愕然 ngạc nhiên · 驚愕 kinh ngạc	[翻] U+6115
愕	ngác	5	𢠐愕 ngơ ngác [𠸨]	[翻]
𡿃	ngách	T	逧𡿃 ngóc ngách · 𡉦𡿃 ngõ ngách	U+21FC3
額	NGẠCH	T	外額 ngoại ngạch · 金額 kim ngạch · 額堛 ngạch bậc	U+984D
皚	ngai	5	皚鐄 ngai vàng	[翻] U+769A
艾	NGẢI	T	艾灸 ngải cứu · 針艾 châm ngải	U+827E
艾	NGHỆ	T	榘艾 củ nghệ · 艾西 nghệ tây	
𧍋	ngài	T	𡥵𧍋 con ngài	U+2734B
𫣅	ngài	T	各𫣅 các ngài	U+2B8C5
懝（𪫢）	ngại	4	㥋懝 e ngại · 懝㥥 ngại ngùng · 𢥈懝 lo ngại	U+61DD (U+2AAE2)
懝（𪫢）	ngài	4	懝懝 ngài ngại [𠸨]	⇔ 懝 ngại
礙（𪿒）	NGẠI	5	阻礙 trở ngại · 障礙 chướng ngại	U+7919 (U+2AFD2)
𬆄	ngay	3	𬆄𣦎 ngay thẳng · 𬆄實 ngay thật · 𧷸𬆄 mua ngay	[異] 𣦍 U+2C184
𣈜	ngày	1	𣈜𫢩 ngày nay · 𣈜𣎃 ngày tháng · 恆𣈜 hằng ngày	[異] 𣈗 U+2321C
𤷙	ngây	4	𤷙悞 ngây ngô [𠸨]	U+24DD9
𥋴	ngắm	T	𥋴𤢇 ngắm vuốt	[翻] U+252F4
澿	ngấm	T	澿渃 ngấm nước	U+6FBF
砛	ngầm	T	艚砛 tàu ngầm · 澿砛 ngấm ngầm [𠸨]	U+781B
𡄎	ngẫm	4	𡄎擬 ngẫm nghĩ · 研𡄎 nghiền ngẫm	U+2110E
𡄎	gẫm	4		⇔ 𡄎 ngẫm
𩜽	ngán	5	嗷𩜽 ngao ngán · 𢥇𩜽 chán ngán · 𩜽儼 ngán ngẩm [𠸨]	U+2973D
𩜽	ngan	5	𩜽𩜽 ngan ngán [𠸨]	⇔ 𩜽 ngán
嵃	ngàn	T	𡶀嵃 núi ngàn · 越𤂬𬦋嵃 vượt suối băng ngàn	[翻] [異] 岸 U+5D43
拫	ngăn	3	拫浱 ngăn chặn · 拫禦 ngăn ngừa	U+62EB
𠦯	ngắn	3	𠦯𨱽 ngắn dài · 𠦯哎 ngắn ngủi [𠸨] · 排𢪏𠦯 bài viết ngắn · 時間𠦯 thời gian ngắn	[異] 𥐆 U+209AF
𠦯	ngăn	3	𠦯𠦯 ngăn ngắn [𠸨]	⇔ 𠦯 ngắn
銀	NGÂN	3	銀行 ngân hàng · 銀兩 ngân lượng · 水銀 thuỷ ngân · 銀庫 ngân khố	U+9280
銀	ngân	3	銀哦 ngân nga	
銀	ngần	3	𤽸銀 trắng ngần	
垠	ngần	4	無垠 vô ngần · 頻垠 tần ngần	[翻] U+57A0
卬	ngang	4	𨖅卬 sang ngang · 聲卬 thanh ngang	U+536C
昂	NGANG	T	昂藏 ngang tàng · 昂然 ngang nhiên · 軒昂 hiên ngang	[翻] U+6602
昂	ngãng	T	迎昂 nghễnh ngãng [𠸨]	[翻]
嗷	ngao	T	嘵嗷 nghêu ngao · 喝嗷 hát ngao	U+55F7
𢳆	ngào	5	𢳆糖 ngào đường · 𢳆𢶿 ngào trộn · 𠿸𢳆 ngạt ngào [𠸨] · 𤮾 𢳆 ngọt ngào [𠸨]	U+22CC6
傲	NGẠO	5	傲慢 ngạo mạn · 傲𢣂 ngạo nghễ · 傲逆 ngạo ngược	[翻] U+50B2
汲	ngập	4	危汲 nguy ngập · 𣼼汲 tràn ngập · 汲頭 ngập đầu · 汲凝 ngập ngừng [𠸨]	[翻] U+6C72
汲	ngầm	4	汲汲 ngầm ngập [𠸨]	⇔ 汲 ngập
𠿸	ngạt	T	𠮾𠿸 ngột ngạt [𠸨] · 𠿸𢳆 ngạt ngào [𠸨]	[翻] U+20FF8
扢	ngặt	4	嚴扢 nghiêm ngặt	U+6262
𡴯	ngất	T	𡴯𡗶 ngất trời	[翻] U+21D2F
𤴥	ngất	T	𤷙𤴥 ngây ngất · 𡴯殮 ngất lịm	U+24D25
偶	NGẪU	3	配偶 phối ngẫu	U+5076
