# 常用标准汉喃字表（2024年版）表2
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表2共3174字（表1分6级共3975字，两表合计7149字）
#
# 𡨸漢喃	音讀	譬喻	𥱬註

𡨸漢喃	音讀	譬喻	𥱬註
獺	rái	𡥵獺 con rái · 獺𩵜 rái cá	[異] 𤠹
獺	tấy		⇔ 獺 rái
闥	THÁT	乾闥婆 Càn Thát Bà	U+95E5
韃	THÁT	韃靼 Thát Đát	U+97C3
鍮	thau	鎫鍮 mâm thau	U+936E
艸	tháu	𢪏艸 viết tháu	U+8278
艸	thau	艸艸 thau tháu [𠸨]	⇔ 艸 tháu
𫫟	thâu	𫫟𣎀 thâu đêm · 𫫟縿 thâu tóm	[異] 輸 偷 U+2BADF
絁	the	𡲫絁 vải the · 房絁 phòng the ·焊絁 hàn the · 絁𤿭𣞻 the vỏ bưởi	[異] 𦂛 U+7D41
𥮋	thẻ	𥮋生員 thẻ sinh viên	U+25B8B
呭	thé	呭呭 the thé [𠸨]	U+546D
呭	the	呭呭 the thé [𠸨]	⇔ 呭 thé
𪮛	thè	𪮛嚟 thè lè · 𪮛𦧜 thè lưỡi	U+2AB9B
妻	THÊ	婚妻 hôn thê · 夫妻 phu thê ·妻子 thê tử · 妻妾 thê thiếp ·未婚妻 vị hôn thê	U+59BB
妻	xê	餅夫妻 bánh xu xê [摱]	
淒	THÊ	淒涼 thê lương · 淒慘 thê thảm · 𠠍淒 lê thê [𠸨]	U+6DD2
𩻔	thệ	𩵜𩻔 cá thệ	U+29ED4
逖	thếch	𨘸逖 lếch thếch	[翻] U+9016
㙴	thềm	㙴陸地 thềm lục địa	U+3674
杄	then	杄𢱝 then chốt	[翻] U+6744
杄	thẻn	𠊛琶杄 người Bà (Pà) Thẻn	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này. [翻]
膳	thện	𦛻膳 thỗn thện [𠸨]	U+81B3
膳	thễn	𦛻膳 thỗn thễn [𠸨]	⇔ 膳 thện
𢉑	thênh	𢉑湯 thênh thang	[翻] U+22251
𠻥	thẹo	捅𠻥 thõng thẹo [𠸨]	U+20EE5
𨥔	thếp	𨥔鐄 thếp vàng	U+28954
絩	thêu	絩𦂾 thêu dệt · 椖絩 buồng thêu	[翻] U+7D69
吵	thểu	失吵 thất thểu	U+5435
吵	thỉu	𣵲吵 bẩn thỉu	[翻]
𠻩	thều	𠻩㗖 thều thào	U+20EE9
蒔	THÌ	蒔蘿 thì là	U+8494
柿	THỊ	果柿 quả thị	U+67FF
嗜	THỊ	嗜欲 thị dục · 嗜好 thị hiếu	U+55DC
捿	thia	揇捿攡 ném thia lia · 𩵜捿攡 cá thia lia	U+637F
刺	THÍCH	刺客 thích khách · 激刺 kích thích	U+523A
刺	THỨ	刺史 thứ sử	
刺	chích	刺針 chích kim · 刺𫇿 chích thuốc · 𠝻刺 châm chích	
倜	THÍCH	倜儻 thích thảng	U+501C
槭	thích	𣘃槭 cây thích	U+69ED
磩	thịch	磩磩 thình thịch [𠸨]	U+78E9
磩	thình	磩磩 thình thịch [𠸨]	⇔ 磩 thịch
僉	THIÊM	僉事 thiêm sự	U+50C9
蟾	THIỀM	蟾蜍 thiềm thừ	U+87FE
擅	THIỆN	擅權 thiện quyền	U+64C5
舌	THIỆT	舌戰 thiệt chiến	U+820C
韶	THIỀU	國韶 quốc thiều · 阮嘉韶 Nguyễn Gia Thiều	U+97F6
韶	thèo	韶表 thèo bẻo [𠸨]	
鮉	thiều	𩵜鮉 cá thiều	U+9B89
嬸	thím	注嬸 chú thím	[翻] U+5B38
𥺒	thính	𩻐𥺒 mắm thính · 抯𥺒 thả thính	U+25E92
𥓉	thình	𥓉𥘃 thình lình [𠸨]	U+254C9
𢗠	thít	𢗠𢗠 thin thít [𠸨] · 𠴫𢗠 thút thít · 𢗠𢗠 thít thít	U+225E0
𢗠	thin	𢗠𢗠 thin thít [𠸨]	⇔ 𢗠 thít
𰟞	thiu	𦞏𰟞 ôi thiu · 𬚸𰟞 thịt thiu	U+307DE
湫	tho	美湫 Mĩ (Mỹ) Tho	[翻] U+6E6B
𢯂	thó	打𢯂 đánh thó	U+22BC2
𡓠	thó	𡐙𡓠 đất thó · 𡮈𡓠 nhỏ thó	U+214E0
𢲬	thò	拾𢲬 thập thò	U+22CAC
措	THỐ	失措 thất thố	U+63AA
𬁼	thớ	𬁼𬚸 thớ thịt · 𬁼楛 thớ gỗ	U+2C07C
釵	THOA	金釵 kim thoa	U+91F5
𠶤	thoắng	吶𠶤 nói thoắng · 嗹𠶤 liến thoắng	U+20DA4
𨁑	thoắt	𨁑𨁑 thoăn thoắt [𠸨] · 沁𨁑 thấm thoắt · 𨁑吶𨁑唭 thoắt nói thoắt cười	U+28051
𨁑	thoăn	𨁑𨁑 thoăn thoắt [𠸨]	⇔ 𨁑 thoắt
𢬳	thọc	𢬳脈 thọc mạch · 𢬳梞餅車 thọc gậy bánh xe	U+22B33
𬨩	thốc	𧼋𬨩 chạy thốc · 𠷀𬨩𠷀𢳥 nôn thốc nôn tháo	U+2CA29
鋑	thỏi	鋑鐄 thỏi vàng · 鋑銅 thỏi đồng	U+92D1
嗺	thòi	折嗺 thiệt thòi · 嗺𦛌𫥨外 thòi ruột ra ngoài	U+55FA
㖭	thỏm	忑㖭 thắc thỏm · 隰㖭 thấp thỏm	U+35AD
㖭	thom	㖭㖭 thom thỏm [𠸨]	⇔ 㖭 thỏm
啿	thòm	啿饞 thòm thèm	[翻] U+557F
偡	thồm	偡藍 thồm lồm [𠸨]	U+5061
𠴘	thon	𠴘𠴘 thon thon · 𢬣𠴘 tay thon · 𠴘袞 thon gọn · 𠴘抯 thon thả	U+20D18
忖	thổn	忖𥅞 thổn thức	U+5FD6
寸	THỐN	少寸 thiếu thốn	[翻] U+5BF8
𦛻	thỗn	𦛻膳 thỗn thện [𠸨]	U+266FB
鱓	thờn	鱓𩺡 thờn bơn	U+9C53
𦄷	thòng	挵𦄷 lòng thòng [𠸨] · 絏𦄷挵 dây thòng lòng	U+26137
埇	thõng	丐埇 cái thõng	U+57C7
捅	thõng	捹捅 buông thõng · 𱖗𨑗𣘃捅蹎 ngồi trên cây thõng chân	U+6345
𡎭	thống	丐𡎭 cái thống	U+213AD
𡀾	thóp	梭𡀾 thoi thóp	[翻] U+2103E
𡀾	thom	𡀾𡀾 thom thóp [𠸨]	⇔ 𡀾 thóp
𪷄	thót	𬉊𪷄 thánh thót	U+2ADC4
𪷄	thon	𪷄𪷄 thon thót [𠸨]	⇔ 𪷄 thót
𡁾	thọt	時𡁾 thì thọt [𠸨]	U+2107E
𣘄	thớt	丐𣘄 cái thớt · 𣘄採蔞 thớt thái rau · 疎𣘄 thưa thớt [𠸨]	U+23604
𣘄	thơn	𣘄𣘄 thơn thớt [𠸨]	⇔ 𣘄 thớt
𩷊	thu	𩵜𩷊 cá thu	U+29DCA
戍	THÚ	𪜯戍 lính thú	U+620D
茱	THÙ	茱萸 thù du	U+8331
茱	thù	茱瀘 thù lù	
售	THỤ	銷售 tiêu thụ	U+552E
疽	THƯ	癰疽 ung thư	U+75BD
恕	THỨ	赦恕 tha thứ · 寬恕 khoan thứ	U+6055
𤶠	thừ	𡃖𤶠 lừ thừ · 𤶠𠊛 thừ người	U+24DA0
蜍	THỪ	蟾蜍 thiềm thừ	U+870D
署	THỰ	公署 công thự · 營署 dinh thự	U+7F72
墅	THỰ	別墅 biệt thự	U+5885
竣	THUÂN	阮文竣 Nguyễn Văn Thuân	U+7AE3
叔	THÚC	英㛪叔伯 anh em thúc bá	U+53D4
淑	THỤC	阮氏賢淑 Nguyễn Thị Hiền Thục · 阮福淑姿 Nguyễn Phúc Thục Tư	U+6DD1
蜀	THỤC	蜀泮 Thục Phán	U+8700
植	THỰC	植物 thực vật	U+690D
煺	thui	黰煺 đen thui · 煺炪 thui đốt ·煺𥈳 thui chột	U+717A
蹆	thủi	𨇒蹆 lủi thủi · 蹆蹆 thui thủi	[翻] U+8E46
蹆	thui	蹆蹆 thui thủi [𠸨]	⇔ 蹆 thủi [翻]
翠	THUÝ	翡翠 phỉ thuý · 翠翹 Thuý Kiều	U+7FE0
邃	THUÝ	深邃 thâm thuý	U+9083
陲	THUỲ	邊陲 biên thuỳ	U+9672
謚	THUỴ	𠸜謚 tên thuỵ · 謚號 thuỵ hiệu	U+8B1A
栓	THUYÊN	栓塞 thuyên tắc	U+6813
詮	THUYÊN	詮解 thuyên giải · 詮釋 thuyên thích	U+8A6E
銓	THUYÊN	銓選 thuyên tuyển · 銓轉 thuyên chuyển	U+9293
鐫	THUYÊN	鐫罰 thuyên phạt · 鐫級 thuyên cấp · 鐫汰 thuyên thải ·鐫黜 thuyên truất	U+942B
嬋	THUYỀN	𡛔嬋娟 gái thuyền quyên	U+5B0B
𡂹	thủm	𡂹𡂹 thum thủm [𠸨]	U+210B9
𡂹	thum	𡂹𡂹 thum thủm [𠸨]	⇔ 𡂹 thủm
𦀹	thun	絏𦀹 dây thun · 𦀹徠 thun lại	U+26039
𦀹	chun		⇔ 𦀹 thun
舂	thung	舂壟 thung lũng	U+8202
樁	THUNG	樁萱 thung huyên	[翻] U+6A01
𥴗	thúng	𥶄𥴗 nón thúng · 鑅𥴗 vành thúng · 𥴗𥶃 thúng mủng	U+25D17
腫	THŨNG	腫𦟽 thũng mật · 腫紹 thũng thịu [𠸨]	U+816B
腫	sũng	臃腫 ủng sũng	
𬗝	thụng	襖𬗝 áo thụng · 弄𬗝 lụng thụng	U+2C5DD
鑠	THƯỚC	矍鑠 quắc thước	U+9460
芍	THƯỢC	芍藥 thược dược	U+828D
愖	thuộm	懢愖 luộm thuộm [𠸨]	U+6116
悛	thuôn	悛黹 thuôn chỉ · 悛𨱽 thuôn dài · 悛突 thuôn đuột	U+609B
𢠆	thuồng	饞𢠆 thèm thuồng	U+22806
𧐺	thuồng	𧐺蠬 thuồng luồng	U+2743A
嘗	THƯỜNG	孟嘗君 mạnh thường quân	U+5617
償	THƯỜNG	賠償 bồi thường	U+511F
𤃧	thướt	𤃧他 thướt tha [𠸨]	U+240E7
絬	thượt	絬絬 thườn thượt [𠸨]	U+7D6C
絬	thườn	絬絬 thườn thượt [𠸨]	⇔ 絬 thượt
𠴫	thút	𠴫𠓨 thút vào · 𠴫𨨷 thút nút · 𠴫𢗠 thút thít	U+20D2B
楂	TRA	山楂 sơn tra	U+6942
𪁳	trả	𪀄𪁳 chim trả	U+2A073
卓	TRÁC	卓絕 trác tuyệt · 卓越 trác việt	[翻] U+5353
斲	TRÁC	斲喪 trác táng	U+65B2
𥭌	trạc	丐𥭌 cái trạc	U+25B4C
濯	trạc	濯度 trạc độ · 濯歲 trạc tuổi	U+6FEF
仄	TRẮC	平仄 bằng trắc · 仄阻 trắc trở ·仄𢟗 trắc nết · 築仄 trúc trắc [𠸨]	U+4EC4
惻	TRẮC	惻隱 trắc ẩn	U+60FB
𣖡	trắc	𣘃𣖡 cây trắc · 楛𣖡 gỗ trắc	U+235A1
垞	trách	丐垞 cái trách	U+579E
宅	TRẠCH	鎮宅 trấn trạch	U+5B85
擇	TRẠCH	選擇 tuyển trạch	U+64C7
𬃻	trái	𬃻𡐙 Trái Đất · 𬃻𣘃 trái cây · 𬃻心 trái tim	U+2C0FB
𬃻	dái	𬃻𦖻 dái tai	⇔ 𬃻 trái
𬃻	lái		⇔ 𬃻 trái
𪡊	trại	吶𪡊 nói trại	U+2A84A
𫪦	trây	吶𫪦 nói trây · 𫪦𧴱 trây nợ	U+2BAA6
𢭺	trẩy	𢭺槹 trẩy cau · 𢭺茄 trẩy cà	U+22B7A
𥙒	trẩy	𠫾𥙒會 đi trẩy hội	U+25652
摨	trầy	摨秩 trầy trật [𠸨] · 摨䏧 trầy da	U+6468
摨	sầy		⇔ 摨 trầy
蘸	trám	蘸船 trám thuyền · 蘸𠬠丐𡓇 trám một cái lỗ	U+8638
蘸	trém	簪蘸 tróm trém [𠸨]	
𩼤	trám	𩵜𩼤 cá trám	U+29F24
欖	trám	𣘃欖 cây trám · 果欖 quả trám	U+6B16
𣠩	tràm	𣘃𣠩 cây tràm · 菍𣠩 nấm tràm	U+23829
𤓆	tràm	焒𤓆 lửa tràm	U+244C6
簪	TRÂM	掑簪 cài trâm	U+7C2A
簪	tróm	簪蘸 tróm trém [𠸨]	
𣠱	trâm	𣘃𣠱 cây trâm · 𣠱匏 trâm bầu · 𣠱𡉿 trâm mốc	U+23831
朕	TRẪM	朕𱺵𠊛勢𱜢、𦓡命𡗶𢭂朱職帝王？ Trẫm là người thế nào, mà mệnh trời trao cho chức Đế Vương?	U+6715
螓	trăn	𡥵螓 con trăn	U+8793
瞋	TRÂN	瞋瞋 trân trân	U+778B
瞋	trâng	瞋𥋽 trâng tráo [𠸨]	
𧛇	tràng	𧛇襖 tràng áo	U+276C7
撞	tràng	𡥵馭尼𧼋咍撞 con ngựa này chạy hay trang	U+649E
箏	TRANH	彈箏 đàn tranh	U+7B8F
啅	tráo	咷啅 trếu tráo [𠸨]	U+5545
啅	trạo	咷啅 trệu trạo [𠸨]	
啅	xược	溷啅 hỗn xược	
匧	tráp	丐匧 cái tráp · 匧楛 tráp gỗ	[翻] U+5327
札	TRÁT	札扒 trát bắt · 札𠾕 trát đòi	U+672D
秩	TRẬT	秩序 trật tự · 秩加三級 trật gia tam cấp	[翻] U+79E9
秩	trật	秩餅 trật bánh · 秩㗚 trật lất ·秩傽 trật trưỡng · 秩咷 trật trệu · 秩茶秩傽 trật trà trật trưỡng	[翻]
𠶠	trẹ	住𠶠 trọ trẹ [𠸨]	U+20DA0
𩵾	trê	𩵜𩵾 cá trê	[異] 𩸴 U+29D7E
滯	TRỆ	停滯 đình trệ · 遲滯 trì trệ	U+6EEF
怗	trèm	憯怗 tròm trèm [𠸨]	[翻] U+6017
𠰪	trếnh	𥧪𠰪 trống trếnh	U+20C2A
𠰪	chếnh		⇔ 𠰪 trếnh
𧾿	tréo	𨅸𧾿蹎 đứng tréo chân · 咮𧾿 tru tréo [𠸨]	U+27FBF
𨀽	trẹo	𨀽住 trẹo trọ [𠸨]	U+2803D
𨀽	trèo	𨀽𨀽 trèo trẹo [𠸨]	⇔ 𨀽 trẹo
𠿠	trếp		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻] U+20FE0
澈	trẹt	澈𥉬 trẹt lét [𠸨]	U+6F88
𬿮	trệt	𱖗𬿮 ngồi trệt	[翻] U+2CFEE
咷	trếu	咷啅 trếu tráo [𠸨]	U+54B7
咷	trệu	秩咷 trật trệu	
痔	TRĨ	病痔 bệnh trĩ	U+75D4
雉	TRĨ	𪀄雉 chim trĩ	U+96C9
𪄸	trích	𪀄𪄸𡚝 chim trích cồ	U+2A138
鰿	trích	𩵜鰿 cá trích	U+9C3F
𥖾	trịch	𥘀𥖾 nặng trịch · 擒𥖾 cầm trịch	U+255BE
瀍	triền	瀍瀧 triền sông	U+700D
纏	TRIỀN	纏綿 triền miên	U+7E8F
篆	TRIỆN	𡨸篆 chữ triện · 𢪏體篆 viết thể triện	U+7BC6
𡎞	triêng	𡎞挭 triêng gánh · 𠊛𪂰𡎞 người Giẻ Triêng	U+2139E
𠸩	trĩnh	圇𠸩 tròn trĩnh [𠸨]	U+20E29
𥉭	trít	𥉭徠 trít lại · 𥄮𥉭 nhắm trít	[翻] U+2526D
𦅄	trịt	𥾇𦅄 trĩu trịt · 𱖗𦅄𬺗𡑝 ngồi trịt xuống sân	U+26144
𱪳	tro	𱪳炭 tro than · 𱪳𤇮 tro bếp	U+31AB3
𢸫	trỏ	指𢸫 chỉ trỏ · 𡥵𢸫 con trỏ · 𢭫 𢸫 ngón trỏ	U+22E2B
𦭦	trổ	穭𦭦葻 lúa trổ bông	U+26B66
𥇻	trố	𥇻𥇻 trố trố · 𥇻眜 trố mắt	U+251FB
𥇻	trô	𥇻𥇻 trô trố [𠸨]	⇔ 𥇻 trố
咋	trớ	咋嘹 trớ trêu [𠸨]	U+548B
滁	trờ	滁滁 trờ trờ · 滁𬧐 trờ tới	U+6EC1
捉	TRÓC	捉拿 tróc nã	U+6349
捉	tróc	𢸚捉 bong tróc · 𣘃捉𤿭 cây tróc vỏ	
鱩	trôi	𩵜鱩 cá trôi	U+9C69
讄	trối	trăng trối 咹𡗉讄過 · ăn nhiều trối quá	U+8B84
讄	giối	讄𫅷 giối già [𠸨]	⇔ 讄 trối
攂	trồi	攂泏 trồi sụt · 攂𬨠 trồi lên ·攂𨀎 trồi sụp	U+6502
𥫌	trỗi	𥫌𧻭 trỗi dậy	U+25ACC
𥫌	chỗi		⇔ 𥫌 trỗi
憯	tròm	憯怗 tròm trèm [𠸨]	U+61AF
𬛘	trôn	𡓇𬛘 lỗ trôn · 𬛘鉢 trôn bát	U+2C6D8
磌	trớn	過磌 quá trớn	U+78CC
緟	tròng	𠓨緟 vào tròng · 緟蹎𠓨裙 tròng chân vào quần	U+7DDF
緟	chòng		⇔ 緟 tròng
𭿍	tròng	𭿍眜 tròng mắt · 𭿍黰 tròng đen · 𭿍𤽸 tròng trắng	U+2DFCD
喠	trọng	𠸂喠 nuốt trọng	U+55A0
喠	trửng		⇔ 喠 trọng
倅	trót	𦀎倅 lượt trót · 倅𢯰 trót lọt ·倅𠻇 trót dại	U+5005
𢫖	trọt	𠹾𢫖 chịu trọt	[翻] U+22AD6
誅	TRU	誅夷 tru di · 𡗶誅𡐙滅 trời tru đất diệt	U+8A85
晝	TRÚ	晝夜 trú dạ	U+665D
稠	TRÙ	稠富 trù phú	U+7A20
躊（踌）	TRÙ	躊躇 trù trừ	U+8E8A (U+8E0C)
冑	TRỤ	甲冑 giáp trụ	U+5191
豬	TRƯ	豬八戒 Trư Bát Giới	U+8C6C
躇	TRỪ	躊躇 trù trừ	U+8E87
黜	TRUẤT	廢黜 phế truất · 被黜 bị truất	U+9EDC
竺	TRÚC	天竺 Thiên Trúc	[翻] U+7AFA
𣹞	trũng	𣹞漊 trũng sâu · 𡊲𣹞 chỗ trũng · 眜𣹞 mắt trũng	U+23E5E
瞪	TRỪNG	瞪眜 trừng mắt	U+77AA
螴	trườn	㑲螴 nằm trườn · 螴𬧐 trườn tới	U+87B4
脹	TRƯỚNG	膨脹 bành trướng · 臌脹 cổ trướng	U+8139
脹	chương	脹𬨠 chương lên · 脹膨 chương phềnh	
脹	chướng	脹䏾 chướng bụng	⇔ 脹 trướng
脹	trương	脹䏾 trương bụng · 脹膨 trương phềnh	⇔ 脹 chương
傽	trưỡng	秩傽 trật trưỡng	U+50BD
丈	TRƯỢNG	𠬠丈 một trượng · 丈夫 trượng phu	U+4E08
杖	TRƯỢNG	權杖 quyền trượng · 鐵杖 thiết trượng	U+6756
䢖	trút	䢖𠬃 trút bỏ · 䢖𬺗 trút xuống	[翻] U+4896
𧊐	trút	𩷳𧊐 vảy trút	U+27290
𡠄	u	偨𡠄 thầy u	U+21804
䫜	u	𠚐䫜 mọc u	U+4ADC
𦠲	ú	脿𦠲 béo ú · 𦚖𦠲 mập ú · 餅𦠲 bánh ú · 𦠲啞 ú ớ [聲]	U+26832
㗀	ù	㗀唎 ù lì · 㗀𦖻 ù tai · 𠺙㗀㗀 thổi ù ù · 㗀㗀𡁤𡁤 ù ù cạc cạc	U+35C0
圬	ụ	𦠲圬 ú ụ [𠸨]	U+572C
淤	Ứ	淤𠘃 ứ đọng · 淤唏 ứ hơi · 淤譃 ứ hự [嘆] · 淤𠹾兜！ ứ chịu đâu! [嘆]	U+6DE4
𢮁	ừ	𩆢𢮁 ầm ừ	U+22B81
𦼇	úa	𤉗𦼇 héo úa · 鐄𦼇 vàng úa ·蘿𦼇 lá úa	U+26F07
咼	ùa	咼𠓨 ùa vào · 𫜵咼 làm ùa	U+54BC
瘀	ứa	瘀𫥨 ứa ra · 瘀淚 ứa lệ · 瘀𧖱 ứa máu	U+7600
蘊	UẨN	蘊藏 uẩn tàng · 幽蘊 u uẩn	[翻] U+860A
鬱	UẤT	岑鬱 sầm uất · 鬱抑 uất ức · 憤鬱 phẫn uất · 鬱恨 uất hận	[翻] U+9B31
澳	ÚC	盛旺終澳 Thịnh vượng chung Úc	[翻] U+6FB3
䐿	úc	𦚖䐿𠴐 mập úc núc	U+443F
𩼈	úc	𩵜𩼈 cá úc	U+29F08
𠳑	ực	𠳑𠳑 ừng ực [𠸨] · 𠸂丐𠳑 nuốt cái ực · 𠳑大𫇿𠫾！ ực đại thuốc đi!	U+20CD1
𠳑	ừng	𠳑𠳑 ừng ực [𠸨]	⇔ 𠳑 ực
濊	uể	濊痿 uể oải	U+6FCA
穢	UẾ	污穢 ô uế · 渃穢 nước uế	U+7A62
𣉍	ui	𣌝𨆢𣉍 nắng lui ui · 𣉍𣉍 ui ui	[翻] U+2324D
慰	UÝ	慰勞 uý lạo	U+6170
慰	ủi	安慰 an ủi	
鴛	UYÊN	鴛鴦 uyên ương	U+9D1B
苑	UYỂN	御苑 ngự uyển	U+82D1
啘	uyn		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻] U+5558
瀅（滢）	UYNH		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻] U+7005 (U+6EE2)
𠽛	um	𠽛𥳍 um tùm	[翻] U+20F5B
𣸊	ùm	𬦮𣸊 nhảy ùm · 𨁟𣸊𬺗坳 ngã ùm xuống ao	U+23E0A
𫫡	ừm	𫫡！ ừm!	U+2BAE1
熅	un	熅𤌋 un khói	U+7185
𡅯（𪢖）	ủn	𡅯𠸯 ủn ỉn [聲]	U+2116F (U+2A896)
搵	ùn	搵搵 ùn ùn	[翻] U+6435
癰	UNG	癰疽 ung thư · 癰𤷿 ung nhọt · 𱑛𪃿癰 trứng gà ung	U+7670
𩍓	ủng	隻𩍓 chiếc ủng	U+29353
鷹	ƯNG	𪀄鷹 chim ưng	U+9DF9
𤠆	ươi	𤠂𤠆 đười ươi	U+24806
湆	ươm	湆絲 ươm tơ · 湆𥞖 ươm giống	[翻] U+6E46
懨	ướm	懨𠳨 ướm hỏi · 懨襖 ướm áo	U+61E8
胺	ườn	㑲胺 nằm ườn	U+80FA
汪	UÔNG	𣱆汪 họ Uông	[翻] U+6C6A
鴦	ƯƠNG	鴛鴦 uyên ương	U+9D26
𫊬	ương	𡥵朠𫊬 con ễnh ương	U+2B2AC
𦛞	ướp	𦛞𪉥 ướp muối · 𦛞冷 ướp lạnh	[翻] U+266DE
𡋉	ụp	𢭰𡋉 đổ ụp · 𡋉𣵰 ụp lặn	U+212C9
𠇕	va	𠇕兜耒？ Va đâu rồi?	[翻] U+201D5
撝	va	撝𪮻 va chạm	U+649D
撝	vê	紋撝 vân vê [𠸨]	
橎	vả	𣘃橎 cây vả	U+6A4E
𬏓	và	𠬠𬏓 một và	U+2C3D3
𪂱	vạc	𪀄𪂱 chim vạc	U+2A0B1
鑊	vạc	鑊銅 vạc đồng · 鑊油 vạc dầu	U+944A
𥇿	vắc	𥃨𥇿 vúc vắc	U+251FF
𤊨	vặc	爃𤊨 vằng vặc [𠸨]	U+242A8
梶	vải	𣘃梶 cây vải	U+68B6
娓	vãi	𠇈娓 sãi vãi	U+5A13
𫵞	vãi	𢶻𫵞 vung vãi	U+2BD5E
㙕	vại	㙕渃 vại nước · 䍄㙕 chum vại	U+3655
𢠿	vay	𢠿𢚸 vay lòng	U+2283F
𩷳	vảy	𩷳𩵜 vảy cá · 𩷳𧊐 vảy trút	U+29DF3
荱	váy	𣘃荱 cây váy	U+8371
𢯮	váy	𢯮𦖻 váy tai	U+22BEE
𧚟	váy	丐𧚟 cái váy · 𬡶𧚟 mặc váy	U+2769F
𣍁	vạy	𢏣𣍁 cong vạy · 𧼋𣍁 chạy vạy	U+23341
𩻟	vây	𩻟𩵜 vây cá	U+29EDF
湋	vẩy	湋𢬣 vẩy tay · 湋脽 vẩy đuôi ·湋渃 vẩy nước	U+6E4B
𮬄	vẩy	𮬄𩵜 vẩy cá	U+2EB04
𦝩	vấy	𢭰𦝩 đổ vấy · 𦝩𣵲 vấy bẩn · 𦝩湓 vấy bùn	U+26769
𢯷	vầy	𢝙𢯷 vui vầy	U+22BF7
汎	vàm	汎瀝 vàm rạch	U+6C4E
釩	vằm	𨥧釩 băm vằm	U+91E9
𠢝	vâm	劸如𠢝 khoẻ như vâm	[翻] U+2089D
𢱨	vặn	𢱨𣍅 vặn vẹo [𠸨] · 𦀵𢱨 xoắn vặn · 𣃣𢱨 vừa vặn [𠸨] · 𠳨𢱨 hỏi vặn · 根𢱨 căn vặn · 𢱨針銅壺 vặn kim đồng hồ	U+22C68
云	VÂN	云云 vân vân	U+4E91
𪷦	vẩn	𪷦濁 vẩn đục · 𪷦噅 vẩn vơ	U+2ADE6
刎	VẪN	自刎 tự vẫn	U+520E
𣞁（㮠）	vang	𣘃𣞁 cây vang	U+23781 (U+3BA0)
𠗤	váng	𠗤油 váng dầu · 𠗤𣷱 váng sữa	U+205E4
傍	vàng	𫏚傍 vội vàng [𠸨] · 凭傍 vững vàng [𠸨] · 㽳傍 võ vàng [𠸨]	U+508D
往	VÃNG	往來 vãng lai · 已往 dĩ vãng	U+5F80
往	vảng	𨅉往 lảng vảng [𠸨]	
暀	vạng	𣈚暀 chạng vạng [𠸨]	U+6680
爃（𫞡）	vằng	爃𤊨 vằng vặc [𠸨]	U+7203 (U+2B7A1)
𭈒	vằng	摓𭈒 vùng vằng · 醝𨢇耒𭈒僥 say rượu rồi vằng nhau	U+2D212
儝（儝󠄁）	vanh	佂儝 tranh vanh [𠸨] · 儝壁 vanh vách [聲]	[翻] U+511D (U+511D U+E0101)
儝（儝󠄁）	vênh	佂儝 chênh vênh [𠸨] · 儝𠾷 vênh váo [𠸨]	[翻]
𮛕	vánh	𫏢𮛕 chóng vánh	U+2E6D5
𠾷	váo	𠶓𠾷 vếu váo [𠸨] · 儝𠾷 vênh váo [𠸨] · 噅𠾷 vơ váo [𠸨]	U+20FB7
叭	váp	𰸣叭 vấp váp [𠸨]	[翻] U+53ED
𰸣	vấp	𰸣叭 vấp váp [𠸨]	[翻] U+30E23
仈	vát	𧼋仈 chạy vát · 𤯩仈 sống vát · 𢳥仈 tháo vát	[翻] U+4EC8
𠟲	vạt	𠟲𨮐 vạt nhọn · 𠟲椰 vạt dừa	U+207F2
𧞄	vạt	𧞄襖 vạt áo · 𧞄𡹃 vạt rừng	U+27784
𧉚	vắt	𧉚㹥 vắt chó	U+2725A
𥾸	vắt	𥾸擻 vắt sổ · 𥾸𣷱 vắt sữa · 沖 𥾸 trong vắt · 𥾸𢬣𬨠𩑰 vắt tay lên trán	U+25FB8
𤓺	vấu	𤘓𤓺 nanh vấu	[翻] U+244FA
蟡	ve	蟡𣜷 ve sầu · 𡥵蟡 con ve · 𨉟 𤷍殼蟡 mình gầy xác ve · 蟡襖 ve áo	U+87E1
𬋱	ve	𤢇𬋱 vuốt ve [𠸨] · 青𬋱 xanh ve [摱]	U+2C2F1
徫	vè	徫僥 vè nhau · 𠫾徫徫 đi vè vè · 徫卬𥆾𥌈 vè ngang nhìn trộm	U+5FAB
椲	vè	𣘃椲 cây vè · 𢺹椲 chia vè · 㓠椲 chém vè · 椲車踏 vè xe đạp	U+6932
譌	vè	喝譌 hát vè · 韻譌 vần vè · 歌譌 ca vè	U+8B4C
䗊	vẹm	𡥵䗊 con vẹm	[翻] U+45CA
