# 常用标准汉喃字表
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# 共7164字（读音不同等，部分字分立多条，合计8928条）
# https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html
# 𡨸漢喃	音讀	Unicode	𥱬註	譬喻

𧍇	sứa	U+27347		𡥵𧍇 con sứa · 䭃𧍇 nộm sứa
𣷱	sữa	U+23DF1		𣷱𭉪 sữa đặc · 𣷱媄 sữa mẹ · 𣷱鮮 sữa tươi · 𣷱𤙭 sữa bò
𢯢	sửa	U+22BE2	[異] 所	𢯢𢷮 sửa đổi · 修𢯢 tu sửa · 攕𢯢 sắm sửa · 𢯛𢯢 sắp sửa · 𢯢𨖅 sửa sang [𠸨]
率	SUẤT	U+7387		賚率 lãi suất · 效率 hiệu suất · 能率 năng suất · 率電動 suất điện động · 率𩚵 suất cơm
畜	SÚC	U+755C		家畜 gia súc · 畜牲 súc sinh · 畜物 súc vật
蓄	SÚC	U+84C4		蓄積 súc tích
㗜	súc	U+35DC		㗜𠰘 súc miệng
槒	súc	U+69D2	[翻]	槒紙 súc giấy · 槒楛 súc gỗ
劅	súc	U+5285	⇔ 劅 xúc	劅色 súc sắc [𠸨]
搐	sục	U+6410		搐謅 sục sạo [𠸨] · 𤉚搐 sôi sục [𠸨]
飭	sức	U+98ED		飭力 sức lực · 飭猛 sức mạnh · 嚜飭 mặc sức · 飭劸 sức khoẻ
飾	SỨC	U+98FE	[翻]	裝飾 trang sức
𠶗	sực	U+20D97		𠶗𢖵 sực nhớ · 𠶗擬𫥨 sực nghĩ ra
𫗾	sực	U+2B5FE		𫗾𱕔 sực nức · 𦹳𫗾 thơm sực
𡢽	sui	U+218BD		𡢽家 sui gia
櫑	sui	U+6AD1		𣘃櫑 cây sui
𥹯	sùi	U+25E6F	[翻]	泏𥹯 sụt sùi
㵽	sủi	U+3D7D		圓㵽 viên sủi · 㵽渤 sủi bọt
侺	sum	U+4FBA	[翻]	侺茌 sum sê [𠸨] · 侺合 sum họp
侺	sùm	U+4FBA	[翻]	侺叉 sùm sòa [𠸨]
𨀎	sùm	U+2800E	⇔ 𨀎 sụp	𨀎𨀎 sùm sụp [𠸨]
嚵	sùm	U+56B5	⇔ 嚵 sòm	喑嚵 um sùm [𠸨]
噀	sún	U+5640	[翻]	噀𪘵 sún răng
𩪞	sụn	U+29A9E		𩩫𩪞 xương sụn · 𩪞𠦻 sụn lưng
栗	sừn	U+6817	⇔ 栗 sựt	栗栗 sừn sựt [𠸨]
充	SUNG	U+5145	[翻]	充暢 sung sướng · 補充 bổ sung · 充滿 sung mãn · 充飭 sung sức
𣑁	sung	U+23441		𣘃𣑁 cây sung
茺	súng	U+833A		花茺 hoa súng
銃	SÚNG	U+9283		銃𣛠 súng máy
崇	sùng	U+5D07		石崇 thạch sùng
搐	sùng	U+6410	⇔ 搐 sục	搐搐 sùng sục [𠸨]
腫	sũng	U+816B		臃腫 ủng sũng
𣻢	sũng	U+23EE2		㲸𣻢 ướt sũng · 𣻢渃 sũng nước
寵	SỦNG	U+5BF5		寵愛 sủng ái
𨰧	sủng	U+28C27	⇔ 𨰧 xủng	𨰧鏯 sủng soảng [聲] · 𬂆鏯 loảng soảng [聲]
𤷖	sưng	U+24DD6		𤷖𤶈 sưng tấy
𠶗	sừng	U+20D97	⇔ 𠶗 sực	𠶗𠶗 sừng sực [𠸨]
𧤁	sừng	U+27901	[翻]	𧤁𤙭 sừng bò · 㩒𧤁 cắm sừng
𨄉	sững	U+28109		𨄉𣻄 sững sờ
慡	sửng	U+6161		慡焠 sửng sốt
𤂬	suối	U+240AC		瀧𤂬 sông suối
𤇧	sưởi	U+241E7		爐𤇧 lò sưởi · 𤇧𣌝 sưởi nắng
棆	suôn	U+68C6		棆𢩿 suôn sẻ [𠸨]
𦘹	sườn	U+26639		𩩫𦘹 xương sườn
腸	sườn	U+8178		臘腸 lạp sườn [摱]
𣻑	sườn	U+23ED1	⇔ 𣻑 sượt	𣻑𣻑 sườn sượt [𠸨]
㤝	suông	U+391D		羹㤝 canh suông · 許㤝 hứa suông
𠼾	suồng	U+20F3E		𠼾咤 suồng sã [𠸨]
霜	SƯƠNG	U+971C		湥霜 giọt sương · 籺霜 hạt sương
孀	SƯƠNG	U+5B40		孀婦 sương phụ
暢	SƯỚNG	U+66A2		充暢 sung sướng
𡒮	sướng	U+214AE		𡒮𥢂 sướng mạ
𪽄	sường	U+2AF44	⇔ 𪽄 sượng	𪽄𪽄 sường sượng [𠸨]
𪽄	sượng	U+2AF44		𪽄崇 sượng sùng [𠸨]
𣖠	suốt	U+235A0		𣖠黹 suốt chỉ · 䈵𣖠𡲫 ống suốt vải
𠁸	suốt	U+20078		通𠁸 thông suốt · 𠁸𠁀 suốt đời · 𠁸𣎀 suốt đêm
𣻑	sướt	U+23ED1		𣻑過 sướt qua
𣻑	sượt	U+23ED1		𣻑𣻑 sườn sượt [𠸨]
𣼳	súp	U+23F33		𣼳𭉪 súp đặc [摱] · 𣼳𩵜圓 súp cá viên [摱]
𨀎	sụp	U+2800E	[翻]	𨀎𢭰 sụp đổ · 𨀎𬺗 sụp xuống
淬	sút	U+6DEC	[翻]	淬斤 sút cân
泏	sụt	U+6CCF		泏減 sụt giảm
𠿰	sứt	U+20FF0	[翻]	𠿰𠝫 sứt mẻ
叻	sựt	U+53FB		湛叻 sậm sựt [𠸨]
栗	sựt	U+6817	⇔ 栗 sật	栗栗 sừn sựt [𠸨]
搜	SƯU	U+641C		搜集 sưu tập · 搜尋 sưu tầm
丑	SỬU	U+4E11		𣇞丑 giờ Sửu · 辛丑 Tân Sửu
衰	SUY	U+8870		衰竭 suy kiệt · 衰弱 suy nhược · 衰亡 suy vong · 衰退 suy thoái
推	SUY	U+63A8		推擬 suy nghĩ · 推演 suy diễn · 推論 suy luận · 推想 suy tưởng · 推𫥨 suy ra
吹	suý	U+5439	⇔ 吹 xuý	鼓吹 cổ suý
帥	SUÝ	U+5E25		旗帥 cờ suý
舛	suyễn	U+821B		差舛 sai suyễn [𠸨]
喘	suyển	U+5598		衰喘 suy suyển [𠸨]
侐	suýt	U+4F90		侐𡛤 suýt nữa · 侐侈𫥨災難 suýt xảy ra tai nạn
𠶯	suỵt	U+20DAF		𠶯㹥𫥨𨘗 suỵt chó ra đuổi · 𠶯！𡃊渚 suỵt! khẽ chứ
些	ta	U+4E9B		衆些 chúng ta · 𪝳些 hắn ta · 節些 Tết ta
嗟	TA	U+55DF		嗟嘆 ta thán
佐	TÁ	U+4F50	[翻]	醫佐 y tá · 扶佐 phò tá · 少佐 thiếu tá · 佐腸 tá tràng [摱] · 𠬠佐𱑛 một tá trứng [摱]
借	TÁ	U+501F		借田 tá điền · 借喻 tá dụ · 借火 tá hoả
邪	TÀ	U+90AA		邪惡 tà ác · 邪道 tà đạo · 邪教 tà giáo · 邪淫 tà dâm · 邪氣 tà khí · 邪魔 tà ma
衺	tà	U+887A		襖衺 áo tà
斜	TÀ	U+659C		𣊿斜 chiều tà · 斜斜 tà tà
袏	tã	U+888F		袏紙 tã giấy · 袏䘹 tã lót
瀉	tã	U+7009		潯瀉 tầm tã
左	TẢ	U+5DE6		左右 tả hữu · 左傾 tả khuynh
寫	TẢ	U+5BEB		特寫 đặc tả · 正寫 chính tả · 模寫 mô tả
瀉	TẢ	U+7009		疫瀉 dịch tả
𪭥	tả	U+2AB65		𪭥𥯒 tả tơi · 𪫦𪭥 lả tả
榭	TẠ	U+69AD		水榭 thuỷ tạ
擔（担）	tạ	U+64D4 U+62C5		𠬠擔𥟉 một tạ thóc · 舉擔 cử tạ
藉	TẠ	U+85C9		狼藉 lang tạ
謝	TẠ	U+8B1D		感謝 cảm tạ · 謝恩 tạ ơn · 謝辭 tạ từ
作	TÁC	U+4F5C		作業 tác nghiệp · 作品 tác phẩm · 散作 tan tác · 歲作 tuổi tác [𠸨]
𡬷	tấc	U+21B37	單位𢵋 đơn vị đo	𠬠𡬷 một tấc
則	TẮC	U+5247	[翻]	法則 phép tắc · 規則 quy tắc · 正則 chính tắc · 原則 nguyên tắc · 𬌓則 tấm tắc · 則嗤 tắc-xi [摱]
塞	TẮC	U+585E		栓塞 thuyên tắc · 閉塞 bế tắc · 塞垷 tắc nghẽn
稷	TẮC	U+7A37		社稷 xã tắc
橘	tắc	U+6A58	⇔ 橘 quất	果橘 quả tắc
炸	TẠC	U+70B8		炸彈 tạc đạn · 轟炸 oanh tạc
酢	TẠC	U+9162		酬酢 thù tạc
鑿	TẠC	U+947F		𥱬鑿 ghi tạc · 鑿像 tạc tượng
𠷌	tặc	U+20DCC		𠷌𦧜 tặc lưỡi
賊	TẶC	U+8CCA		盜賊 đạo tặc · 海賊 hải tặc · 信賊 tin tặc
剒	tách	U+5252		𢺹剒 chia tách · 剒對 tách đôi
㳻	tách	U+3CFB		攊㳻 lách tách [聲] · 子㳻 tí tách [聲]
碏	tách	U+788F		碏茶 tách trà [摱]
災	TAI	U+707D		災難 tai nạn · 天災 thiên tai
哉	TAI	U+54C9	[翻]	善哉 thiện tai
𦛍	tai	U+266CD	⇔ 𦛍 tái	𦛍𦛍 tai tái [𠸨]
𦖻	tai	U+265BB		𬃻𦖻 dái tai · 𩵜𦖻象 cá tai tượng
再	TÁI	U+518D		再發 tái phát · 再婚 tái hôn · 再生 tái sinh · 再版 tái bản · 再現 tái hiện
𦛍	tái	U+266CD		𬚸𦛍 thịt tái · 痺𦛍 tê tái · 𦛍衊 tái mét · 𦛍過 tái quá
塞	TÁI	U+585E		邊塞 biên tái
才	TÀI	U+624D		才能 tài năng · 才德 tài đức · 人才 nhân tài
材	TÀI	U+6750		材料 tài liệu
栽	TÀI	U+683D		栽培 tài bồi
財	TÀI	U+8CA1		財產 tài sản · 財政 tài chính
舵	tài	U+8235		舵車 tài-xế [摱]
裁	TÀI	U+88C1		仲裁 trọng tài · 裁判 tài phán
載	TẢI	U+8F09		登載 đăng tải · 過載 quá tải · 運載 vận tải
在	TẠI	U+5728		存在 tồn tại · 自在 tự tại
三	TAM	U+4E09		第三 đệ tam · 三級 tam cấp · 三角 tam giác · 三軍 tam quân
𠔭	tám	U+2052D		數𠔭 số tám
糝	tám	U+7CDD		𥽌糝 gạo tám
暫	tàm	U+66AB	⇔ 暫 tạm	暫暫 tàm tạm [𠸨]
心	TÂM	U+5FC3		決心 quyết tâm · 良心 lương tâm · 心魂 tâm hồn · 中心 trung tâm
吣	tăm	U+5423	[翻]	㗂吣 tiếng tăm · 別吣 biệt tăm
𣅵	tăm	U+23175		𣅵𣋁 tăm tối
𠍱	tăm	U+20371	⇔ 𠍱 tắp	𠍱𠍱 tăm tắp [𠸨]
籤	tăm	U+7C64		籤𢸡𪘵 tăm xỉa răng
𥺑	tấm	U+25E91		𥺑𥽇 tấm cám · 壈𥺑 lấm tấm [𠸨] · 捏如𥺑 nát như tấm
𬌓	tấm	U+2C313		𬌓𢚸 tấm lòng · 𬌓𦎛 tấm gương · 𬌓板 tấm ván · 𬌓則 tấm tắc · 𬌓𠺒 tấm tức [𠸨]
尋	tầm	U+5C0B	[翻]	尋𡱩 tầm thước · 尋眜 tầm mắt · 尋櫸 tầm cỡ · 尋𣜳 tầm vông · 尋尋 tầm tầm · 尋𠴋 tầm phào
尋	TẦM	U+5C0B	[翻]	尋常 tầm thường · 搜尋 sưu tầm · 𣘃尋春 cây tầm xuân · 𣘃尋寄 cây tầm gửi
潯	tầm	U+6F6F		潯瀉 tầm tã
浸	tắm	U+6D78		浸花蓮 tắm hoa sen
蠶（蚕）	tằm	U+8836 U+8695		𣘛蠶 dâu tằm
寢	TẨM	U+5BE2		陵寢 lăng tẩm · 寢室 tẩm thất
暫	TẠM	U+66AB		暫𭢨 tạm bợ · 暫別 tạm biệt · 暫時 tạm thời · 𥱬籔暫 ghi sổ tạm
散	tan	U+6563	[翻]	散學 tan học · 𩄲散 mây tan · 散作 tan tác · 散啨 tan tành [𠸨] · 瀧散氷耒 sông tan băng rồi
拶	tán	U+62F6		拶頭釘 tán đầu đinh
散	TÁN	U+6563	[翻]	分散 phân tán · 疏散 sơ tán
傘	TÁN	U+5098		傘𣘃 tán cây
𠾎	tán	U+20F8E		𠴞𠾎 bàn tán · 𠾎㗕 tán gẫu · 𠾎省 tán tỉnh
贊	TÁN	U+8D0A		贊成 tán thành · 參贊 tham tán
讚	TÁN	U+8B9A		讚揚 tán dương
殘	TÀN	U+6B98		殘暴 tàn bạo · 殘跡 tàn tích · 殘忍 tàn nhẫn · 𥟹殘 lụi tàn · 兇殘 hung tàn · 殘局 tàn cục
傘	tàn	U+5098		傘𢃈 tàn lọng
辛	TÂN	U+8F9B		辛苦 tân khổ
新	TÂN	U+65B0		新春 tân xuân · 新兵 tân binh · 革新 cách tân · 𤳆新 trai tân
賓	TÂN	U+8CD3		賓客 tân khách
檳	TÂN	U+6AB3		檳榔 tân lang
㳯	tăn	U+3CEF		蹸㳯 lăn tăn
晉	tấn	U+6649		晉㗰 tấn tuồng · 𠬠晉平1.000公斤 một tấn bằng 1.000 công cân
晉	TẤN	U+6649		茹晉 nhà Tấn · 仉晉𠊛秦 kẻ Tấn người Tần
訊	TẤN	U+8A0A		通訊 thông tấn · 查訊 tra tấn
進	TẤN	U+9032		進攻 tấn công · 進𬧐 tấn tới · 進封 tấn phong
秦	TẦN	U+79E6	[翻]	秦𦶀 tần ô
頻	TẦN	U+983B		頻率 tần suất · 頻煩 tần phiền · 頻數 tần số · 頻垠 tần ngần
燖	tần	U+71D6		𪃿燖 gà tần
蘋	TẦN	U+860B		蘋藻 tần tảo
晉	tắn	U+6649		鮮晉 tươi tắn [𠸨]
秦	tằn	U+79E6		秦賤 tằn tiện
散	TẢN	U+6563	[翻]	散漫 tản mạn · 散步 tản bộ · 散居 tản cư
傘	TẢN	U+5098		𡶀傘圓 núi Tản Viên
賓	tẩn	U+8CD3		賓𢠨 tẩn mẩn [𠸨]
盡（尽）	TẬN	U+76E1 U+5C3D		無盡 vô tận · 盡力 tận lực · 詳盡 tường tận · 盡心 tận tâm · 盡忠 tận trung · 盡情 tận tình
桑	TANG	U+6851	[翻]	桑滄 tang thương · 滄海桑田 thương hải tang điền
喪	TANG	U+55AA		抵喪 để tang · 役喪 việc tang · 𡌽喪 đám tang
嗓	tang	U+55D3		丐嗓𫇿尼唿𥘀𡗋 cái tang thuốc này hút nặng lắm · 函嗓 hàm tang [摱]
𣉕	tang	U+23255	⇔ 𣉕 tảng	𣉕𣉕 tang tảng [𠸨]
贓	TANG	U+8D13		贓物 tang vật · 果贓 quả tang
𮍄	TANG	U+2E344		𩓜𮍄 màng tang · 𤿰𫫴𡀳𮍄 trống thủng còn tang
葬	TÁNG	U+846C		火葬 hoả táng · 埋葬 mai táng · 安葬 an táng · 改葬 cải táng
喪	TÁNG	U+55AA		斲喪 trác táng
藏	tàng	U+85CF		藏藏 tàng tàng
藏	TÀNG	U+85CF		寶藏 bảo tàng · 藏書 tàng thư · 藏形 tàng hình · 藏身 tàng thân · 藏匿 tàng nặc · 昂藏 ngang tàng
增	tâng	U+589E		增扑 tâng bốc · 增功 tâng công
僧	TĂNG	U+50E7		僧人 tăng nhân · 僧侶 tăng lữ · 僧尼 tăng ni · 僧伽 tăng già
增	TĂNG	U+589E		增加 tăng gia · 增𬨠 tăng lên · 車增 xe tăng [摱]
層	tầng	U+5C64		層𡌢 tầng hầm
𡡑	tằng	U+21851		𡡑娋 tằng tịu [𠸨]
𣉕	tảng	U+23255		假𣉕 giả tảng · 𣉕𢣻 tảng lờ · 𣉕𤏬 tảng sáng
磉	TẢNG	U+78C9		磉𥒥 tảng đá
藏	TẠNG	U+85CF		西藏 tây tạng · 道藏 đạo tạng
臟	TẠNG	U+81DF		臟腑 tạng phủ
贈	TẶNG	U+8D08		贈物 tặng vật · 捐贈 quyên tặng · 贈品 tặng phẩm
腥	tanh	U+8165		腥臊 tanh tao
性	tánh	U+6027	⇔ 性 tính	
啨	tành	U+5568		散啨 tan tành [𠸨] · 習啨 tập tành [𠸨]
𩄳	tạnh	U+29133		𩄳𣋝 tạnh ráo
𠋺	tao	U+202FA		𠋥𠋺 mày tao
遭	TAO	U+906D		遭遇 tao ngộ
臊	TAO	U+81CA		腥臊 tanh tao
糟	TAO	U+7CDF		糟糠 tao khang
騷	TAO	U+9A37		騷亂 tao loạn
灶	TÁO	U+7076		翁灶 ông táo · 灶君 táo quân
棗	TÁO	U+68D7		棗西 táo tây
燥	TÁO	U+71E5		燥𤵳 táo bón
躁	TÁO	U+8E81		躁暴 táo bạo
鑿	táo	U+947F		穿鑿 xuyên táo
豆	tào	U+8C46		豆胕 tào-phớ [摱] · 豆胕 tào-phở [摱]
曹	tào	U+66F9		曹勞 tào lao
早	TẢO	U+65E9		早婚 tảo hôn
掃	TẢO	U+6383		掃墓 tảo mộ
藻	TẢO	U+85FB		蘋藻 tần tảo · 藻𦀵 tảo xoắn · 藻𧹻 tảo đỏ
造	TẠO	U+9020	[翻]	製造 chế tạo · 人造 nhân tạo · 假造 giả tạo
咂	táp	U+5482	[翻]	雹咂 bão táp
漝	tấp	U+6F1D		吸漝 hấp tấp · 𬧐漝 tới tấp · 漝汭 tấp nập
𠍱	tắp	U+20371		賒𠍱 xa tắp · 𣦎𠍱 thẳng tắp · 𫜵𠍱 làm tắp · 𠍱𠓨茹 tắp vào nhà
雜	TẠP	U+96DC		複雜 phức tạp · 雜誌 tạp chí · 混雜 hỗn tạp · 雜技 tạp kĩ
習	TẬP	U+7FD2	[翻]	學習 học tập · 排習 bài tập · 寔習 thực tập
集	TẬP	U+96C6		集合 tập hợp · 集體 tập thể · 集詩 tập thơ · 聚集 tụ tập
緝	TẬP	U+7DDD		緝拿 tập nã
輯	TẬP	U+8F2F		編輯員 biên tập viên
襲	TẬP	U+8972		襲擊 tập kích
撒	tát	U+6492		撒渃 tát nước
薩	TÁT	U+85A9	[翻]	菩薩 bồ tát
必	TẤT	U+5FC5		必然 tất nhiên · 必要 tất yếu · 不必 bất tất · 何必 hà tất
㧙	tất	U+39D9		㧙弼 tất bật · 㧙𪭥 tất tả
畢	TẤT	U+7562		完畢 hoàn tất · 畢力 tất lực
悉	TẤT	U+6089	[翻]	悉𪥘󠄁 tất cả · 悉心 tất tâm · 悉秦疾 tất tần tật [𠸨]
膝	tất	U+819D	"裊得使用如𠬠詞獨立、得𢪏𱺵「韠 tất」；裊得使用如詞𢯖、得𢪏𱺵「蔽膝 bít tất」。 Nếu được sử dụng như một từ độc lập, được viết là ""韠 tất""; nếu được sử dụng như từ ghép, được viết là ""蔽膝 bít tất""."	蔽膝 bít tất
韠	TẤT	U+97E0	"裊得使用如𠬠詞獨立、得𢪏𱺵「韠 tất」；裊得使用如詞𢯖、得𢪏𱺵「蔽膝 bít tất」。 Nếu được sử dụng như một từ độc lập, được viết là ""韠 tất""; nếu được sử dụng như từ ghép, được viết là ""蔽膝 bít tất""."	𠫾韠 đi tất
𤎕	tắt	U+24395		𤎕畑 tắt đèn · 𤎕焒 tắt lửa
𨄠	tắt	U+28120		塘𨄠 đường tắt · 縿𨄠 tóm tắt · 𢪏𨄠 viết tắt
𢹵	tạt	U+22E75		𢹵𠓨 tạt vào · 𢹵𨖅邊債 tạt sang bên trái · 𢹵𧗱探茹 tạt về thăm nhà
疾	TẬT	U+75BE		病疾 bệnh tật
蒺	TẬT	U+84BA		蒺藜 tật lê
嫉	TẬT	U+5AC9		嫉妒 tật đố
𠋺	tau	U+202FA	⇔ 𠋺 tao	
豆	tàu	U+8C46		豆胕 tàu-hủ [摱]
艚	tàu	U+825A		艚水 tàu thuỷ · 艚𤿤 tàu bè · 棗艚 táo tàu · 艚蘿 tàu lá · 𠊛艚 người Tàu
奏	tâu	U+594F		𨷈奏 muôn tâu · 奏排 tâu bày · 奏𬨠 tâu lên
奏	TẤU	U+594F		稟奏 bẩm tấu · 變奏 biến tấu · 奏樂 tấu nhạc · 節奏 tiết tấu
艚	tầu	U+825A	⇔ 艚 tàu	
斗	tẩu	U+6597		䈵斗 ống tẩu · 𨂔斗 dọc tẩu
走	TẨU	U+8D70		走馬 tẩu mã · 奔走 bôn tẩu · 行走 hành tẩu · 逃走 đào tẩu
𧷹	tậu	U+27DF9		𧷹茹 tậu nhà · 𧷹車 tậu xe
𢬣	tay	U+22B23		𦑃𢬣 cánh tay · 包𢬣 bao tay · 𢬣銃 tay súng
泰	táy	U+6CF0	⇔ 泰 thái	
𭠣	táy	U+2D823		𭠣𢵯 táy máy
齊	tày	U+9F4A		齊𡗶 tày trời · 齊霆 tày đình · 𠊛齊 người Tày
西	TÂY	U+897F		方西 phương tây · 荇西 hành tây
恓	tây	U+6053		念恓 niềm tây · 𥢆恓 riêng tây
𤶈	tấy	U+24D88		𤷖𤶈 sưng tấy
獺	tấy	U+737A	⇔ 獺 rái	
抵	tẩy	U+62B5		抵制 tẩy chay [摱]
底	tẩy	U+5E95		𮞶底 lật tẩy [摱] · 露底 lộ tẩy [摱]
洗	TẨY	U+6D17	[翻]	洗滌 tẩy sạch · 𫇿洗 thuốc tẩy · 洗腦 tẩy não
呞	te	U+545E		𧼋呞 chạy te · 呞鬚 te tua · 𠻗呞 le te · 襖㐌呞於𦠘 áo đã te ở vai
𪷉	té	U+2ADC9		𪷉𨁟 té ngã · 𪷉渃𠓨𩈘 té nước vào mặt
𪷗	tè	U+2ADD7		瀻𪷗 đái tè
犀	TÊ	U+7280		犀角 tê giác · 𡥵犀犀 con tê tê
犀	tê	U+7280		細犀 tỉ tê [𠸨]
痺	TÊ	U+75FA		痺𠻇 tê dại · 痺濕 tê thấp · 痺𦛍 tê tái
樨	TÊ	U+6A28		木樨 mộc tê
儕	tê	U+5115		坭儕 nơi tê · 𠊛儕 người tê · 儕齊 tê tề
祭	TẾ	U+796D		祭天 tế thiên · 祭禮 tế lễ · 祭文 tế văn · 祭祖 tế tổ
細	TẾ	U+7D30		仔細 tử tế · 細膩 tế nhị · 細胞 tế bào · 精細 tinh tế
際	TẾ	U+969B		國際 quốc tế · 交際 giao tế · 寔際 thực tế
濟	TẾ	U+6FDF	[翻]	經濟 kinh tế · 醫濟 y tế · 救濟 cứu tế
齊	tề	U+9F4A		破齊 phá tề · 儕齊 tê tề
齊	TỀ	U+9F4A		一齊 nhất tề · 整齊 chỉnh tề
劑	TỄ	U+5291		𫇿劑 thuốc tễ · 㕵𠬠劑𫇿 uống một tễ thuốc
𢗽	tẻ	U+225FD		𢗽𠖯 tẻ ngắt · 𢞂𢗽 buồn tẻ · 𢗽溂 tẻ nhạt
粃	tẻ	U+7C83		𥽌粃 gạo tẻ · 𥛭粃 lẻ tẻ [𠸨]
宰	TỂ	U+5BB0		宰相 tể tướng · 屠宰 đồ tể
敝	TỆ	U+655D		敝姓 tệ tính · 敝處 tệ xứ · 敝校 tệ hiệu
弊	TỆ	U+5F0A		弊害 tệ hại · 頹弊 tồi tệ · 弊端 tệ đoan · 丐𣛠尼過弊 cái máy này quá tệ
幣	TỆ	U+5E63		外幣 ngoại tệ · 錢幣 tiền tệ
唶	tếch	U+5536	[翻]	𣘃唶 cây tếch [摱] · 唶𠫾𠅒 tếch đi mất
𣑷	tem	U+23477	[翻]	噚𣑷 tòm tem · 𣑷票 tem phiếu [摱] · 𣑷保行 tem bảo hành [摱]
浹	tem	U+6D79	⇔ 浹 tép	浹浹 tem tép [𠸨]
潛	tèm	U+6F5B		潛濂 tèm lem [𠸨]
𢬅	têm	U+22B05		𢬅𦺓 têm trầu
鎆	ten	U+9386		鎆銅 ten đồng · 存鎆 tòn ten [𠸨]
𠸜	tên	U+20E1C	[異] 𠸛	𠸜噲 tên gọi · 𠸜𣱆 tên họ
箭	tên	U+7BAD	[翻][異] 𥏋 𥏌	箭焒 tên lửa · 𪖫箭 mũi tên · 弓箭 cung tên
𢤣	tẽn	U+22923		𢤣𭇓 tẽn tò [𠸨]
星	teng	U+661F		星鋲 teng beng [𠸨]
惺	tênh	U+60FA	[翻]	惺亨 tênh hênh
井	tễnh	U+4E95		集井 tập tễnh [𠸨]
𢜫	tểnh	U+2272B		漝𢜫 tấp tểnh
悄	teo	U+6084	[翻]	咏悄 vắng teo · 悄𡮈 teo nhỏ
𦅃	tèo	U+26143		繚𦅃 lèo tèo
小	tẻo	U+5C0F		小悄 tẻo teo
俏	tẹo	U+4FCF		子俏 tí tẹo · 咹俏 ăn tẹo · 瞭俏 lẹo tẹo [𠸨]
浹	tép	U+6D79		𠬠浹蒜 một tép tỏi · 𦚗浹 tóp tép [𠸨]
𩹫	tép	U+29E6B	[翻]	𩵽𩹫 tôm tép
捷	tẹp	U+6377		捷叺 tẹp nhẹp
𣜿	tệp	U+2373F		𣜿信 tệp tin
節	tết	U+7BC0		節元旦 tết nguyên đán
緤	tết	U+7DE4	[翻]	緤𩯀 tết tóc
他	THA	U+4ED6	[翻]	他化 tha hoá · 他方求食 tha phương cầu thực · 切他 thiết tha [𠸨] · 啐他 thối tha [𠸨] · 𤃧他 thướt tha [𠸨]
拖	THA	U+62D6		拖𩝇 tha mồi · 𠶎拖 bê tha
赦	tha	U+8D66		赦恕 tha thứ · 赦纇 tha lỗi · 赦𩗴 tha bổng
咃	thà	U+5483		拯咃 chẳng thà · 咃哴 thà rằng · 實咃 thật thà
且	THẢ	U+4E14		苟且 cẩu thả
抯	thả	U+62AF		抯𫥨 thả ra · 抯心 thả tim
拓	THÁC	U+62D3	[翻]	開拓 khai thác
𣴜	thác	U+23D1C		𣴜渃 thác nước · 𣴜𡹡 thác ghềnh · 𤯩𣴜 sống thác
託	THÁC	U+8A17		委託 uỷ thác · 託病抵吀儗 thác bệnh để xin nghỉ
錯	THÁC	U+932F		錯亂 thác loạn
忑	thắc	U+5FD1		忑㖭 thắc thỏm · 忑縸 thắc mắc [𠸨]
碩	THẠC	U+78A9		碩士 thạc sĩ
𡂓	thách	U+21093		吶𡂓 nói thách · 𡂓𥅞 thách thức
石	THẠCH	U+77F3		沙石 sa thạch · 化石 hoá thạch · 岩石 nham thạch · 玉石 ngọc thạch · 磐石 bàn thạch · 石崇 thạch sùng
𦚈	thạch	U+26688		𦚈蔞俱 thạch rau câu
台	THAI	U+53F0	[翻]	天台 thiên thai · 寬台 khoan thai
胎	THAI	U+80CE		投胎 đầu thai · 胎兒 thai nhi · 胚胎 phôi thai · 胞胎 bào thai
太	THÁI	U+592A		太子 thái tử · 太祖 thái tổ · 太過 thái quá
采	THÁI	U+91C7		風采 phong thái
泰	THÁI	U+6CF0		泰斗 thái đẩu · 否泰 bĩ thái · 泰蘭 Thái Lan
採	thái	U+63A1		採𬚸 thái thịt · 採成𠰳 thái thành miếng
彩	THÁI	U+5F69		色彩 sắc thái
蔡	THÁI	U+8521		蔡文瓚 Thái Văn Toản
態	THÁI	U+614B		態度 thái độ · 生態 sinh thái · 形態 hình thái
䓱	thài	U+44F1		䓱𦲒 thài lài [𠸨]
汰	thãi	U+6C70		剩汰 thừa thãi
汰	THẢI	U+6C70		淘汰 đào thải
貪	THAM	U+8CAA		貪婪 tham lam · 貪財 tham tài · 貪望 tham vọng
參	THAM	U+53C3		參加 tham gia · 參考 tham khảo · 參戰 tham chiến
探	THÁM	U+63A2		探聽 thám thính · 偵探 trinh thám · 探險 thám hiểm · 游探 do thám · 密探 mật thám · 探子 thám tử
嗿	thàm	U+55FF		嗿𫜵 thàm làm [𠸨]
三	thâm	U+4E09	數點𥪝㗂㑝俚𤞼。 Số đếm trong tiếng lóng lái lợn.	三 thâm
深	THÂM	U+6DF1		深邃 thâm thuý · 深厚 thâm hậu · 深入 thâm nhập · 深毒 thâm độc · 深年 thâm niên
探	thăm	U+63A2		探𪭴 thăm dò · 𠫾探 đi thăm · 探𠳨 thăm hỏi
